Date,Day,Name,Hours,Role,Rate,Total,Tips
7/16/2021,Fri,Sally,7,Server,10,70,28.33333333
7/16/2021,Fri,Sally,9,Server,10,90,66
7/17/2021,Sat,Alex,9,Server,10,90,4
7/17/2021,Sat,John,9,Server,10,90,0.666666667
7/18/2021,Sun,Kevin,8,Server,10,80,11.66666667
7/18/2021,Sun,Amy,9,Server,10,90,31.66666667
7/19/2021,Mon,Sally,7,Server,10,70,28.66666667
7/19/2021,Mon,Kevin,8,Server,10,80,68
7/20/2021,Tue,John,8,Server,10,80,0.333333333
7/20/2021,Tue,Alex,8,Server,10,80,57.33333333
7/21/2021,Wed,Sally,9,Server,10,90,9.333333333
7/21/2021,Wed,Alex,6,Server,10,60,40
7/22/2021,Thu,Amy,7,Server,10,70,13.66666667
7/22/2021,Thu,Kevin,9,Server,10,90,40.66666667
7/23/2021,Fri,John,6,Server,10,60,36.66666667
7/23/2021,Fri,Amy,6,Server,10,60,34.33333333
7/24/2021,Sat,John,9,Server,10,90,25
7/24/2021,Sat,Amy,9,Server,10,90,36.66666667
7/25/2021,Sun,John,8,Server,10,80,28
7/25/2021,Sun,Sally,7,Server,10,70,43
7/26/2021,Mon,Kevin,8,Server,10,80,36.33333333
7/26/2021,Mon,Sally,9,Server,10,90,59
7/27/2021,Tue,Sally,8,Server,10,80,24
7/27/2021,Tue,Sally,6,Server,10,60,13.66666667
7/28/2021,Wed,Kevin,7,Server,10,70,39.33333333
7/28/2021,Wed,John,6,Server,10,60,54.33333333
7/29/2021,Thu,John,9,Server,10,90,10.66666667
7/29/2021,Thu,John,7,Server,10,70,1
,,,,,,,
,,,,,,,
