Date,Day,Name,Hours,Role,Rate,Total,Tips
11/18/2022,Fri,Kevin,9,Server,10,90,47.33333333
11/18/2022,Fri,Alex,8,Server,10,80,44
11/19/2022,Sat,Sally,7,Server,10,70,47.33333333
11/19/2022,Sat,Kevin,6,Server,10,60,42
11/20/2022,Sun,Alex,6,Server,10,60,65.66666667
11/20/2022,Sun,Kevin,7,Server,10,70,11.66666667
11/21/2022,Mon,John,7,Server,10,70,14
11/21/2022,Mon,Sally,8,Server,10,80,44.33333333
11/22/2022,Tue,Amy,8,Server,10,80,11.66666667
11/22/2022,Tue,Sally,9,Server,10,90,51.33333333
11/23/2022,Wed,Amy,7,Server,10,70,62
11/23/2022,Wed,Sally,6,Server,10,60,37.33333333
11/24/2022,Thu,Amy,9,Server,10,90,64.66666667
11/24/2022,Thu,John,6,Server,10,60,60.33333333
11/25/2022,Fri,Amy,9,Server,10,90,27.33333333
11/25/2022,Fri,Sally,7,Server,10,70,12.33333333
11/26/2022,Sat,Kevin,9,Server,10,90,35.33333333
11/26/2022,Sat,John,8,Server,10,80,50.33333333
11/27/2022,Sun,Amy,7,Server,10,70,6.666666667
11/27/2022,Sun,Kevin,9,Server,10,90,28
11/28/2022,Mon,Kevin,9,Server,10,90,5.333333333
11/28/2022,Mon,John,6,Server,10,60,49
11/29/2022,Tue,Sally,7,Server,10,70,40
11/29/2022,Tue,John,9,Server,10,90,39.66666667
11/30/2022,Wed,Kevin,9,Server,10,90,9.333333333
11/30/2022,Wed,Sally,8,Server,10,80,40
12/1/2022,Thu,Amy,7,Server,10,70,23.66666667
12/1/2022,Thu,Amy,7,Server,10,70,43.66666667
,,,,,,,
,,,,,,,
