Date,Day,Name,Hours,Role,Rate,Total,Tips
4/9/2021,Fri,Sally,9,Server,10,90,32
4/9/2021,Fri,Kevin,9,Server,10,90,43.33333333
4/10/2021,Sat,Amy,7,Server,10,70,14.66666667
4/10/2021,Sat,Alex,8,Server,10,80,32.66666667
4/11/2021,Sun,Amy,9,Server,10,90,23.33333333
4/11/2021,Sun,Kevin,7,Server,10,70,19
4/12/2021,Mon,Kevin,7,Server,10,70,8.333333333
4/12/2021,Mon,Kevin,8,Server,10,80,17.66666667
4/13/2021,Tue,Amy,8,Server,10,80,16
4/13/2021,Tue,Alex,9,Server,10,90,59
4/14/2021,Wed,Kevin,6,Server,10,60,42.66666667
4/14/2021,Wed,Kevin,7,Server,10,70,68
4/15/2021,Thu,Kevin,6,Server,10,60,12.66666667
4/15/2021,Thu,John,6,Server,10,60,68
4/16/2021,Fri,Amy,7,Server,10,70,37.66666667
4/16/2021,Fri,John,6,Server,10,60,4
4/17/2021,Sat,Amy,6,Server,10,60,53.33333333
4/17/2021,Sat,Amy,7,Server,10,70,46.33333333
4/18/2021,Sun,Amy,9,Server,10,90,60.66666667
4/18/2021,Sun,Alex,6,Server,10,60,18
4/19/2021,Mon,Kevin,8,Server,10,80,22
4/19/2021,Mon,Kevin,6,Server,10,60,10.33333333
4/20/2021,Tue,Alex,8,Server,10,80,23.33333333
4/20/2021,Tue,John,7,Server,10,70,10.33333333
4/21/2021,Wed,Alex,7,Server,10,70,30.33333333
4/21/2021,Wed,Sally,9,Server,10,90,60
4/22/2021,Thu,Alex,7,Server,10,70,67.66666667
4/22/2021,Thu,John,9,Server,10,90,31.66666667
,,,,,,,
,,,,,,,
