Date,Day,Name,Hours,Role,Rate,Total,Tips
1/28/2022,Fri,Sally,6,Server,10,60,30.33333333
1/28/2022,Fri,Alex,9,Server,10,90,3
1/29/2022,Sat,Kevin,9,Server,10,90,56
1/29/2022,Sat,Sally,7,Server,10,70,65.33333333
1/30/2022,Sun,Sally,7,Server,10,70,33
1/30/2022,Sun,Sally,7,Server,10,70,36.33333333
1/31/2022,Mon,John,7,Server,10,70,5.666666667
1/31/2022,Mon,Alex,9,Server,10,90,67
2/1/2022,Tue,Kevin,9,Server,10,90,4.333333333
2/1/2022,Tue,Amy,9,Server,10,90,23.33333333
2/2/2022,Wed,Kevin,6,Server,10,60,11.66666667
2/2/2022,Wed,Sally,7,Server,10,70,12.33333333
2/3/2022,Thu,Sally,8,Server,10,80,70
2/3/2022,Thu,Sally,8,Server,10,80,7.333333333
2/4/2022,Fri,Alex,6,Server,10,60,35.33333333
2/4/2022,Fri,Amy,8,Server,10,80,36.66666667
2/5/2022,Sat,Amy,8,Server,10,80,34.66666667
2/5/2022,Sat,Sally,7,Server,10,70,35.33333333
2/6/2022,Sun,Amy,6,Server,10,60,41
2/6/2022,Sun,John,9,Server,10,90,6.666666667
2/7/2022,Mon,Kevin,8,Server,10,80,57.33333333
2/7/2022,Mon,Kevin,9,Server,10,90,25.66666667
2/8/2022,Tue,Kevin,7,Server,10,70,67.33333333
2/8/2022,Tue,Kevin,6,Server,10,60,27.66666667
2/9/2022,Wed,Alex,7,Server,10,70,51.66666667
2/9/2022,Wed,Alex,7,Server,10,70,57.33333333
2/10/2022,Thu,Kevin,6,Server,10,60,25.33333333
2/10/2022,Thu,Kevin,6,Server,10,60,24.33333333
,,,,,,,
,,,,,,,
