Date,Day,Name,Hours,Role,Rate,Total,Tips
10/8/2021,Fri,Kevin,7,Server,10,70,41.66666667
10/8/2021,Fri,Sally,7,Server,10,70,59.33333333
10/9/2021,Sat,John,9,Server,10,90,34.33333333
10/9/2021,Sat,Alex,7,Server,10,70,11
10/10/2021,Sun,John,8,Server,10,80,62
10/10/2021,Sun,Sally,9,Server,10,90,15
10/11/2021,Mon,Amy,9,Server,10,90,52.66666667
10/11/2021,Mon,Alex,7,Server,10,70,31.33333333
10/12/2021,Tue,Amy,6,Server,10,60,21
10/12/2021,Tue,Alex,9,Server,10,90,12.66666667
10/13/2021,Wed,Amy,6,Server,10,60,65.66666667
10/13/2021,Wed,Alex,8,Server,10,80,2.666666667
10/14/2021,Thu,John,8,Server,10,80,38.33333333
10/14/2021,Thu,Alex,9,Server,10,90,48.33333333
10/15/2021,Fri,Kevin,9,Server,10,90,9.333333333
10/15/2021,Fri,John,6,Server,10,60,56.33333333
10/16/2021,Sat,Alex,7,Server,10,70,33
10/16/2021,Sat,Alex,7,Server,10,70,17.33333333
10/17/2021,Sun,Kevin,7,Server,10,70,56.33333333
10/17/2021,Sun,Kevin,9,Server,10,90,32.66666667
10/18/2021,Mon,Alex,9,Server,10,90,24.33333333
10/18/2021,Mon,John,8,Server,10,80,66
10/19/2021,Tue,Sally,6,Server,10,60,31
10/19/2021,Tue,John,9,Server,10,90,3.333333333
10/20/2021,Wed,Alex,6,Server,10,60,0.666666667
10/20/2021,Wed,John,6,Server,10,60,50.33333333
10/21/2021,Thu,Amy,8,Server,10,80,20.33333333
10/21/2021,Thu,Sally,6,Server,10,60,58.33333333
,,,,,,,
,,,,,,,
