Date,Day,Name,Hours,Role,Rate,Total,Tips
12/16/2022,Fri,Amy,8,Server,10,80,25.66666667
12/16/2022,Fri,Kevin,9,Server,10,90,45.66666667
12/17/2022,Sat,Sally,7,Server,10,70,48
12/17/2022,Sat,John,7,Server,10,70,57
12/18/2022,Sun,Amy,8,Server,10,80,1.333333333
12/18/2022,Sun,Kevin,6,Server,10,60,8.333333333
12/19/2022,Mon,John,9,Server,10,90,11.66666667
12/19/2022,Mon,Sally,8,Server,10,80,13
12/20/2022,Tue,Amy,6,Server,10,60,4.333333333
12/20/2022,Tue,Alex,9,Server,10,90,57
12/21/2022,Wed,Kevin,9,Server,10,90,18
12/21/2022,Wed,Amy,6,Server,10,60,63.33333333
12/22/2022,Thu,Kevin,6,Server,10,60,65
12/22/2022,Thu,John,8,Server,10,80,43.33333333
12/23/2022,Fri,Amy,7,Server,10,70,65.33333333
12/23/2022,Fri,Kevin,6,Server,10,60,44
12/24/2022,Sat,John,6,Server,10,60,42
12/24/2022,Sat,John,8,Server,10,80,50
12/25/2022,Sun,Alex,8,Server,10,80,21.66666667
12/25/2022,Sun,Amy,6,Server,10,60,21.33333333
12/26/2022,Mon,Alex,6,Server,10,60,55.66666667
12/26/2022,Mon,Amy,8,Server,10,80,53.33333333
12/27/2022,Tue,Sally,6,Server,10,60,55
12/27/2022,Tue,Kevin,7,Server,10,70,29.66666667
12/28/2022,Wed,John,9,Server,10,90,5.666666667
12/28/2022,Wed,Kevin,8,Server,10,80,18.66666667
12/29/2022,Thu,Alex,9,Server,10,90,57.33333333
12/29/2022,Thu,Kevin,8,Server,10,80,40.66666667
,,,,,,,
,,,,,,,
