Date,Day,Name,Hours,Role,Rate,Total,Tips
1/1/2021,Fri,John,6,Server,10,60,23.33333333
1/1/2021,Fri,Kevin,6,Server,10,60,22
1/2/2021,Sat,John,8,Server,10,80,1.666666667
1/2/2021,Sat,Kevin,7,Server,10,70,6
1/3/2021,Sun,Sally,7,Server,10,70,55.33333333
1/3/2021,Sun,Sally,8,Server,10,80,48
1/4/2021,Mon,Kevin,8,Server,10,80,10
1/4/2021,Mon,Kevin,8,Server,10,80,57.33333333
1/5/2021,Tue,Amy,9,Server,10,90,38.66666667
1/5/2021,Tue,Kevin,7,Server,10,70,21.66666667
1/6/2021,Wed,Amy,6,Server,10,60,56
1/6/2021,Wed,Kevin,6,Server,10,60,7
1/7/2021,Thu,John,6,Server,10,60,69.33333333
1/7/2021,Thu,Alex,8,Server,10,80,43.66666667
1/8/2021,Fri,Sally,7,Server,10,70,23.66666667
1/8/2021,Fri,Alex,7,Server,10,70,21.66666667
1/9/2021,Sat,Alex,6,Server,10,60,22
1/9/2021,Sat,Sally,6,Server,10,60,42.66666667
1/10/2021,Sun,Sally,8,Server,10,80,66
1/10/2021,Sun,Kevin,8,Server,10,80,23.33333333
1/11/2021,Mon,Alex,7,Server,10,70,54
1/11/2021,Mon,Amy,8,Server,10,80,31.66666667
1/12/2021,Tue,John,8,Server,10,80,56.66666667
1/12/2021,Tue,Alex,8,Server,10,80,22
1/13/2021,Wed,Amy,6,Server,10,60,64
1/13/2021,Wed,Alex,6,Server,10,60,39.33333333
1/14/2021,Thu,Sally,8,Server,10,80,32.66666667
1/14/2021,Thu,Alex,6,Server,10,60,31.33333333
,,,,,,,
,,,,,,,
