Date,Day,Name,Hours,Role,Rate,Total,Tips
7/15/2022,Fri,John,6,Server,10,60,17
7/15/2022,Fri,Kevin,8,Server,10,80,40.66666667
7/16/2022,Sat,Amy,8,Server,10,80,64.33333333
7/16/2022,Sat,John,6,Server,10,60,53.66666667
7/17/2022,Sun,Sally,9,Server,10,90,44
7/17/2022,Sun,Kevin,6,Server,10,60,40
7/18/2022,Mon,Amy,8,Server,10,80,43.33333333
7/18/2022,Mon,Amy,7,Server,10,70,49
7/19/2022,Tue,John,9,Server,10,90,18
7/19/2022,Tue,Sally,9,Server,10,90,31.33333333
7/20/2022,Wed,Kevin,9,Server,10,90,45.33333333
7/20/2022,Wed,Kevin,6,Server,10,60,34
7/21/2022,Thu,Sally,7,Server,10,70,2
7/21/2022,Thu,Sally,8,Server,10,80,61
7/22/2022,Fri,Amy,9,Server,10,90,22.33333333
7/22/2022,Fri,Sally,9,Server,10,90,38
7/23/2022,Sat,John,7,Server,10,70,34.66666667
7/23/2022,Sat,Alex,8,Server,10,80,56
7/24/2022,Sun,Sally,9,Server,10,90,14
7/24/2022,Sun,Sally,7,Server,10,70,70
7/25/2022,Mon,Alex,8,Server,10,80,29
7/25/2022,Mon,Sally,7,Server,10,70,19.33333333
7/26/2022,Tue,Sally,9,Server,10,90,69.33333333
7/26/2022,Tue,Kevin,6,Server,10,60,57
7/27/2022,Wed,John,8,Server,10,80,60.33333333
7/27/2022,Wed,Sally,9,Server,10,90,9
7/28/2022,Thu,Alex,6,Server,10,60,68
7/28/2022,Thu,Alex,9,Server,10,90,20.66666667
,,,,,,,
,,,,,,,
