Date,Day,Name,Hours,Role,Rate,Total,Tips
4/23/2021,Fri,Alex,8,Server,10,80,50
4/23/2021,Fri,Amy,7,Server,10,70,47.33333333
4/24/2021,Sat,Sally,6,Server,10,60,39.33333333
4/24/2021,Sat,Kevin,6,Server,10,60,9
4/25/2021,Sun,Sally,9,Server,10,90,20
4/25/2021,Sun,Alex,6,Server,10,60,18.33333333
4/26/2021,Mon,Kevin,8,Server,10,80,12.33333333
4/26/2021,Mon,Kevin,9,Server,10,90,13
4/27/2021,Tue,John,8,Server,10,80,21
4/27/2021,Tue,Amy,8,Server,10,80,56
4/28/2021,Wed,Amy,6,Server,10,60,21.66666667
4/28/2021,Wed,John,9,Server,10,90,64.33333333
4/29/2021,Thu,John,7,Server,10,70,18.66666667
4/29/2021,Thu,John,9,Server,10,90,16.33333333
4/30/2021,Fri,Kevin,7,Server,10,70,25.33333333
4/30/2021,Fri,Sally,7,Server,10,70,6
5/1/2021,Sat,Sally,9,Server,10,90,67.66666667
5/1/2021,Sat,Alex,7,Server,10,70,61.33333333
5/2/2021,Sun,Amy,8,Server,10,80,6.333333333
5/2/2021,Sun,Alex,8,Server,10,80,33.33333333
5/3/2021,Mon,Kevin,6,Server,10,60,26
5/3/2021,Mon,Sally,8,Server,10,80,23
5/4/2021,Tue,Alex,9,Server,10,90,55
5/4/2021,Tue,Kevin,8,Server,10,80,23.66666667
5/5/2021,Wed,Sally,9,Server,10,90,9.333333333
5/5/2021,Wed,Kevin,6,Server,10,60,68.33333333
5/6/2021,Thu,Amy,7,Server,10,70,1
5/6/2021,Thu,John,8,Server,10,80,20.66666667
,,,,,,,
,,,,,,,
