Date,Day,Name,Hours,Role,Rate,Total,Tips
11/5/2021,Fri,Alex,9,Server,10,90,11
11/5/2021,Fri,John,6,Server,10,60,54
11/6/2021,Sat,Amy,8,Server,10,80,51.33333333
11/6/2021,Sat,Kevin,9,Server,10,90,5
11/7/2021,Sun,Sally,7,Server,10,70,11.66666667
11/7/2021,Sun,Kevin,7,Server,10,70,51.66666667
11/8/2021,Mon,Amy,8,Server,10,80,44.66666667
11/8/2021,Mon,Kevin,9,Server,10,90,18.33333333
11/9/2021,Tue,Alex,9,Server,10,90,41.66666667
11/9/2021,Tue,Sally,6,Server,10,60,24.66666667
11/10/2021,Wed,Amy,9,Server,10,90,26
11/10/2021,Wed,Amy,9,Server,10,90,41
11/11/2021,Thu,Alex,7,Server,10,70,7.333333333
11/11/2021,Thu,Alex,9,Server,10,90,69.33333333
11/12/2021,Fri,John,6,Server,10,60,60.33333333
11/12/2021,Fri,Sally,9,Server,10,90,44.66666667
11/13/2021,Sat,Sally,6,Server,10,60,42
11/13/2021,Sat,Amy,7,Server,10,70,12
11/14/2021,Sun,Kevin,9,Server,10,90,41.33333333
11/14/2021,Sun,Sally,9,Server,10,90,20.66666667
11/15/2021,Mon,Alex,6,Server,10,60,40
11/15/2021,Mon,Amy,9,Server,10,90,68.33333333
11/16/2021,Tue,Kevin,9,Server,10,90,23
11/16/2021,Tue,Sally,9,Server,10,90,36
11/17/2021,Wed,Alex,7,Server,10,70,25
11/17/2021,Wed,Kevin,7,Server,10,70,66
11/18/2021,Thu,Amy,6,Server,10,60,60.33333333
11/18/2021,Thu,Kevin,8,Server,10,80,23
,,,,,,,
,,,,,,,
