Date,Day,Name,Hours,Role,Rate,Total,Tips
8/12/2022,Fri,Amy,8,Server,10,80,33.33333333
8/12/2022,Fri,John,8,Server,10,80,15.66666667
8/13/2022,Sat,Kevin,6,Server,10,60,61.66666667
8/13/2022,Sat,Amy,7,Server,10,70,60
8/14/2022,Sun,Amy,7,Server,10,70,39
8/14/2022,Sun,Alex,8,Server,10,80,12.66666667
8/15/2022,Mon,Alex,9,Server,10,90,2.333333333
8/15/2022,Mon,Kevin,9,Server,10,90,62.66666667
8/16/2022,Tue,Kevin,6,Server,10,60,23
8/16/2022,Tue,John,8,Server,10,80,14.66666667
8/17/2022,Wed,Amy,8,Server,10,80,68
8/17/2022,Wed,Amy,6,Server,10,60,38.33333333
8/18/2022,Thu,John,7,Server,10,70,63.66666667
8/18/2022,Thu,Kevin,7,Server,10,70,1.666666667
8/19/2022,Fri,Kevin,8,Server,10,80,62.66666667
8/19/2022,Fri,Kevin,8,Server,10,80,6
8/20/2022,Sat,John,9,Server,10,90,62
8/20/2022,Sat,Amy,6,Server,10,60,11
8/21/2022,Sun,Sally,8,Server,10,80,16.66666667
8/21/2022,Sun,John,8,Server,10,80,63.33333333
8/22/2022,Mon,Amy,8,Server,10,80,68.66666667
8/22/2022,Mon,John,9,Server,10,90,14.33333333
8/23/2022,Tue,Sally,7,Server,10,70,48.66666667
8/23/2022,Tue,Amy,7,Server,10,70,44.33333333
8/24/2022,Wed,John,8,Server,10,80,10
8/24/2022,Wed,Amy,9,Server,10,90,60.33333333
8/25/2022,Thu,John,9,Server,10,90,29.66666667
8/25/2022,Thu,Alex,8,Server,10,80,51
,,,,,,,
,,,,,,,
