Date,Day,Name,Hours,Role,Rate,Total,Tips
9/23/2022,Fri,Kevin,8,Server,10,80,16
9/23/2022,Fri,Kevin,9,Server,10,90,3
9/24/2022,Sat,Sally,9,Server,10,90,54.33333333
9/24/2022,Sat,Sally,7,Server,10,70,61.66666667
9/25/2022,Sun,Sally,9,Server,10,90,67
9/25/2022,Sun,Kevin,6,Server,10,60,55.66666667
9/26/2022,Mon,Kevin,9,Server,10,90,41.66666667
9/26/2022,Mon,Amy,7,Server,10,70,66.33333333
9/27/2022,Tue,Alex,8,Server,10,80,51
9/27/2022,Tue,Amy,6,Server,10,60,7.666666667
9/28/2022,Wed,Amy,9,Server,10,90,59
9/28/2022,Wed,Amy,9,Server,10,90,31.33333333
9/29/2022,Thu,Amy,6,Server,10,60,17
9/29/2022,Thu,John,8,Server,10,80,8.666666667
9/30/2022,Fri,John,6,Server,10,60,36
9/30/2022,Fri,Kevin,6,Server,10,60,68.33333333
10/1/2022,Sat,Amy,8,Server,10,80,24
10/1/2022,Sat,Kevin,9,Server,10,90,13.33333333
10/2/2022,Sun,Alex,9,Server,10,90,22.33333333
10/2/2022,Sun,Alex,9,Server,10,90,41.66666667
10/3/2022,Mon,Alex,8,Server,10,80,67.66666667
10/3/2022,Mon,Kevin,8,Server,10,80,29.33333333
10/4/2022,Tue,Kevin,9,Server,10,90,38.66666667
10/4/2022,Tue,Kevin,8,Server,10,80,51.66666667
10/5/2022,Wed,Kevin,9,Server,10,90,63.33333333
10/5/2022,Wed,John,8,Server,10,80,30.33333333
10/6/2022,Thu,Sally,7,Server,10,70,37.66666667
10/6/2022,Thu,John,6,Server,10,60,1
,,,,,,,
,,,,,,,
