Date,Day,Name,Hours,Role,Rate,Total,Tips
11/19/2021,Fri,Alex,9,Server,10,90,43.33333333
11/19/2021,Fri,Kevin,7,Server,10,70,9.666666667
11/20/2021,Sat,Amy,7,Server,10,70,41.66666667
11/20/2021,Sat,Kevin,7,Server,10,70,41.66666667
11/21/2021,Sun,John,8,Server,10,80,51
11/21/2021,Sun,John,9,Server,10,90,54.33333333
11/22/2021,Mon,Kevin,8,Server,10,80,43.66666667
11/22/2021,Mon,Alex,6,Server,10,60,44
11/23/2021,Tue,Amy,9,Server,10,90,36.33333333
11/23/2021,Tue,Amy,6,Server,10,60,9
11/24/2021,Wed,Alex,9,Server,10,90,18.66666667
11/24/2021,Wed,Amy,8,Server,10,80,25
11/25/2021,Thu,Sally,8,Server,10,80,35.33333333
11/25/2021,Thu,Kevin,7,Server,10,70,62
11/26/2021,Fri,Alex,7,Server,10,70,42.33333333
11/26/2021,Fri,John,9,Server,10,90,19.33333333
11/27/2021,Sat,Alex,8,Server,10,80,16.66666667
11/27/2021,Sat,Kevin,8,Server,10,80,37.66666667
11/28/2021,Sun,John,7,Server,10,70,55.33333333
11/28/2021,Sun,Amy,6,Server,10,60,28.66666667
11/29/2021,Mon,John,6,Server,10,60,4
11/29/2021,Mon,Sally,6,Server,10,60,30.33333333
11/30/2021,Tue,Kevin,8,Server,10,80,47
11/30/2021,Tue,John,7,Server,10,70,19.66666667
12/1/2021,Wed,Kevin,6,Server,10,60,0
12/1/2021,Wed,Alex,8,Server,10,80,55.33333333
12/2/2021,Thu,Sally,6,Server,10,60,24.66666667
12/2/2021,Thu,Sally,7,Server,10,70,64.66666667
,,,,,,,
,,,,,,,
