Date,Day,Name,Hours,Role,Rate,Total,Tips
10/22/2021,Fri,Alex,6,Server,10,60,3
10/22/2021,Fri,Kevin,8,Server,10,80,63.66666667
10/23/2021,Sat,Amy,8,Server,10,80,68.66666667
10/23/2021,Sat,John,9,Server,10,90,43.33333333
10/24/2021,Sun,John,9,Server,10,90,70
10/24/2021,Sun,Kevin,6,Server,10,60,63
10/25/2021,Mon,Alex,7,Server,10,70,50
10/25/2021,Mon,Amy,8,Server,10,80,18.66666667
10/26/2021,Tue,Sally,6,Server,10,60,19.66666667
10/26/2021,Tue,Kevin,6,Server,10,60,27.66666667
10/27/2021,Wed,Sally,9,Server,10,90,49
10/27/2021,Wed,John,8,Server,10,80,65.33333333
10/28/2021,Thu,John,6,Server,10,60,41.33333333
10/28/2021,Thu,Kevin,7,Server,10,70,14
10/29/2021,Fri,Sally,8,Server,10,80,68
10/29/2021,Fri,Kevin,8,Server,10,80,64.33333333
10/30/2021,Sat,Kevin,6,Server,10,60,69
10/30/2021,Sat,Alex,8,Server,10,80,31
10/31/2021,Sun,Kevin,9,Server,10,90,30.33333333
10/31/2021,Sun,Sally,7,Server,10,70,3.333333333
11/1/2021,Mon,Sally,6,Server,10,60,10
11/1/2021,Mon,Alex,8,Server,10,80,69.33333333
11/2/2021,Tue,Sally,8,Server,10,80,52.66666667
11/2/2021,Tue,Sally,7,Server,10,70,59
11/3/2021,Wed,Amy,8,Server,10,80,17.33333333
11/3/2021,Wed,Kevin,6,Server,10,60,63.33333333
11/4/2021,Thu,Kevin,7,Server,10,70,2.666666667
11/4/2021,Thu,Sally,9,Server,10,90,66
,,,,,,,
,,,,,,,
