Date,Day,Name,Hours,Role,Rate,Total,Tips
9/10/2021,Fri,Amy,7,Server,10,70,63.33333333
9/10/2021,Fri,Alex,7,Server,10,70,0
9/11/2021,Sat,Sally,7,Server,10,70,47.66666667
9/11/2021,Sat,Kevin,8,Server,10,80,18
9/12/2021,Sun,John,9,Server,10,90,1.666666667
9/12/2021,Sun,Sally,6,Server,10,60,29.33333333
9/13/2021,Mon,Sally,8,Server,10,80,6.333333333
9/13/2021,Mon,John,7,Server,10,70,61
9/14/2021,Tue,John,9,Server,10,90,22
9/14/2021,Tue,Kevin,8,Server,10,80,46.33333333
9/15/2021,Wed,Sally,8,Server,10,80,17.33333333
9/15/2021,Wed,John,6,Server,10,60,13.33333333
9/16/2021,Thu,Kevin,8,Server,10,80,43
9/16/2021,Thu,Amy,9,Server,10,90,27
9/17/2021,Fri,Sally,6,Server,10,60,0.666666667
9/17/2021,Fri,John,9,Server,10,90,31.66666667
9/18/2021,Sat,Alex,6,Server,10,60,44.66666667
9/18/2021,Sat,Alex,6,Server,10,60,47.33333333
9/19/2021,Sun,Amy,9,Server,10,90,61.66666667
9/19/2021,Sun,John,7,Server,10,70,19.66666667
9/20/2021,Mon,Alex,8,Server,10,80,50.66666667
9/20/2021,Mon,Kevin,6,Server,10,60,8.333333333
9/21/2021,Tue,Amy,7,Server,10,70,25.66666667
9/21/2021,Tue,Sally,8,Server,10,80,29.66666667
9/22/2021,Wed,John,7,Server,10,70,60
9/22/2021,Wed,Amy,9,Server,10,90,45.33333333
9/23/2021,Thu,Kevin,7,Server,10,70,45.66666667
9/23/2021,Thu,Sally,6,Server,10,60,53
,,,,,,,
,,,,,,,
