Date,Day,Name,Hours,Role,Rate,Total,Tips
5/6/2022,Fri,Alex,8,Server,10,80,17
5/6/2022,Fri,Sally,7,Server,10,70,18
5/7/2022,Sat,Amy,7,Server,10,70,54.33333333
5/7/2022,Sat,Amy,8,Server,10,80,68
5/8/2022,Sun,Alex,9,Server,10,90,34.33333333
5/8/2022,Sun,Kevin,9,Server,10,90,13.33333333
5/9/2022,Mon,Kevin,6,Server,10,60,40.33333333
5/9/2022,Mon,Sally,7,Server,10,70,47.33333333
5/10/2022,Tue,Amy,8,Server,10,80,40.66666667
5/10/2022,Tue,Alex,6,Server,10,60,31.33333333
5/11/2022,Wed,Sally,6,Server,10,60,33
5/11/2022,Wed,Kevin,8,Server,10,80,62.33333333
5/12/2022,Thu,Kevin,9,Server,10,90,56.33333333
5/12/2022,Thu,John,7,Server,10,70,33.66666667
5/13/2022,Fri,Kevin,6,Server,10,60,38.33333333
5/13/2022,Fri,Amy,6,Server,10,60,28
5/14/2022,Sat,John,9,Server,10,90,1
5/14/2022,Sat,Kevin,9,Server,10,90,3.666666667
5/15/2022,Sun,Amy,8,Server,10,80,42.66666667
5/15/2022,Sun,Alex,6,Server,10,60,46
5/16/2022,Mon,Amy,8,Server,10,80,33.33333333
5/16/2022,Mon,Kevin,7,Server,10,70,35.33333333
5/17/2022,Tue,Amy,7,Server,10,70,21.33333333
5/17/2022,Tue,Amy,8,Server,10,80,66.66666667
5/18/2022,Wed,Kevin,8,Server,10,80,62.33333333
5/18/2022,Wed,Kevin,7,Server,10,70,66.66666667
5/19/2022,Thu,John,8,Server,10,80,47.33333333
5/19/2022,Thu,Kevin,7,Server,10,70,46.33333333
,,,,,,,
,,,,,,,
