Date,Day,Name,Hours,Role,Rate,Total,Tips
6/17/2022,Fri,Alex,7,Server,10,70,13
6/17/2022,Fri,John,8,Server,10,80,0
6/18/2022,Sat,Amy,9,Server,10,90,28
6/18/2022,Sat,Kevin,8,Server,10,80,21.66666667
6/19/2022,Sun,Alex,9,Server,10,90,42
6/19/2022,Sun,John,6,Server,10,60,41.33333333
6/20/2022,Mon,Amy,9,Server,10,90,44.66666667
6/20/2022,Mon,John,8,Server,10,80,35.66666667
6/21/2022,Tue,John,7,Server,10,70,66.33333333
6/21/2022,Tue,Sally,9,Server,10,90,62.66666667
6/22/2022,Wed,Sally,9,Server,10,90,68.33333333
6/22/2022,Wed,Kevin,8,Server,10,80,32.33333333
6/23/2022,Thu,Amy,8,Server,10,80,3.333333333
6/23/2022,Thu,Kevin,8,Server,10,80,51.33333333
6/24/2022,Fri,Amy,9,Server,10,90,62
6/24/2022,Fri,Kevin,9,Server,10,90,26
6/25/2022,Sat,Alex,7,Server,10,70,66.66666667
6/25/2022,Sat,Kevin,7,Server,10,70,55.33333333
6/26/2022,Sun,Sally,6,Server,10,60,59.33333333
6/26/2022,Sun,Sally,9,Server,10,90,47.66666667
6/27/2022,Mon,Kevin,7,Server,10,70,54.33333333
6/27/2022,Mon,Alex,7,Server,10,70,32.66666667
6/28/2022,Tue,Amy,8,Server,10,80,44
6/28/2022,Tue,Kevin,9,Server,10,90,34.33333333
6/29/2022,Wed,John,9,Server,10,90,47
6/29/2022,Wed,Sally,7,Server,10,70,57.33333333
6/30/2022,Thu,John,6,Server,10,60,47.66666667
6/30/2022,Thu,Sally,6,Server,10,60,13.66666667
,,,,,,,
,,,,,,,
