Date,Day,Name,Hours,Role,Rate,Total,Tips
11/4/2022,Fri,Kevin,8,Server,10,80,36.66666667
11/4/2022,Fri,Sally,8,Server,10,80,12
11/5/2022,Sat,Kevin,6,Server,10,60,57.33333333
11/5/2022,Sat,Amy,6,Server,10,60,34.33333333
11/6/2022,Sun,Sally,6,Server,10,60,68.66666667
11/6/2022,Sun,Alex,6,Server,10,60,40
11/7/2022,Mon,Sally,6,Server,10,60,55
11/7/2022,Mon,Amy,9,Server,10,90,16.66666667
11/8/2022,Tue,Sally,6,Server,10,60,32.66666667
11/8/2022,Tue,Alex,7,Server,10,70,17.33333333
11/9/2022,Wed,John,8,Server,10,80,20.33333333
11/9/2022,Wed,John,6,Server,10,60,3.666666667
11/10/2022,Thu,Kevin,7,Server,10,70,14.66666667
11/10/2022,Thu,Kevin,8,Server,10,80,34
11/11/2022,Fri,John,8,Server,10,80,41
11/11/2022,Fri,Sally,7,Server,10,70,38.33333333
11/12/2022,Sat,Alex,7,Server,10,70,66.66666667
11/12/2022,Sat,Amy,6,Server,10,60,28
11/13/2022,Sun,Sally,6,Server,10,60,16
11/13/2022,Sun,Sally,9,Server,10,90,45.66666667
11/14/2022,Mon,John,9,Server,10,90,36
11/14/2022,Mon,Kevin,8,Server,10,80,62.33333333
11/15/2022,Tue,Kevin,9,Server,10,90,5.666666667
11/15/2022,Tue,John,6,Server,10,60,39.66666667
11/16/2022,Wed,John,9,Server,10,90,1.666666667
11/16/2022,Wed,John,9,Server,10,90,34.66666667
11/17/2022,Thu,Alex,7,Server,10,70,37
11/17/2022,Thu,Amy,9,Server,10,90,66
,,,,,,,
,,,,,,,
