Date,Day,Name,Hours,Role,Rate,Total,Tips
9/24/2021,Fri,Alex,6,Server,10,60,23
9/24/2021,Fri,John,9,Server,10,90,25.66666667
9/25/2021,Sat,Alex,9,Server,10,90,67.33333333
9/25/2021,Sat,Sally,6,Server,10,60,67.66666667
9/26/2021,Sun,Kevin,6,Server,10,60,37
9/26/2021,Sun,John,6,Server,10,60,21
9/27/2021,Mon,Kevin,7,Server,10,70,11
9/27/2021,Mon,Kevin,9,Server,10,90,54.66666667
9/28/2021,Tue,John,7,Server,10,70,66.33333333
9/28/2021,Tue,Kevin,9,Server,10,90,66
9/29/2021,Wed,Amy,9,Server,10,90,23
9/29/2021,Wed,Amy,8,Server,10,80,62.33333333
9/30/2021,Thu,Alex,7,Server,10,70,37.66666667
9/30/2021,Thu,Kevin,8,Server,10,80,58
10/1/2021,Fri,Sally,9,Server,10,90,33
10/1/2021,Fri,John,7,Server,10,70,28.33333333
10/2/2021,Sat,Sally,6,Server,10,60,62
10/2/2021,Sat,Amy,6,Server,10,60,66
10/3/2021,Sun,Alex,8,Server,10,80,56.33333333
10/3/2021,Sun,Sally,9,Server,10,90,52
10/4/2021,Mon,Alex,6,Server,10,60,14
10/4/2021,Mon,Amy,9,Server,10,90,36.33333333
10/5/2021,Tue,Sally,6,Server,10,60,4.333333333
10/5/2021,Tue,Kevin,8,Server,10,80,14.66666667
10/6/2021,Wed,Sally,9,Server,10,90,57
10/6/2021,Wed,Kevin,7,Server,10,70,57
10/7/2021,Thu,Amy,7,Server,10,70,70
10/7/2021,Thu,Amy,7,Server,10,70,10.33333333
,,,,,,,
,,,,,,,
