Date,Day,Name,Hours,Role,Rate,Total,Tips
5/7/2021,Fri,Amy,7,Server,10,70,2
5/7/2021,Fri,Sally,6,Server,10,60,49.66666667
5/8/2021,Sat,Alex,8,Server,10,80,42.66666667
5/8/2021,Sat,Kevin,6,Server,10,60,24.66666667
5/9/2021,Sun,John,6,Server,10,60,7
5/9/2021,Sun,Sally,8,Server,10,80,34
5/10/2021,Mon,John,6,Server,10,60,5
5/10/2021,Mon,Alex,7,Server,10,70,58.66666667
5/11/2021,Tue,Sally,7,Server,10,70,69
5/11/2021,Tue,Alex,6,Server,10,60,40.66666667
5/12/2021,Wed,Amy,9,Server,10,90,59.33333333
5/12/2021,Wed,Amy,8,Server,10,80,63.66666667
5/13/2021,Thu,Kevin,6,Server,10,60,42.33333333
5/13/2021,Thu,Kevin,6,Server,10,60,7
5/14/2021,Fri,Sally,6,Server,10,60,10.33333333
5/14/2021,Fri,John,9,Server,10,90,1.333333333
5/15/2021,Sat,Kevin,9,Server,10,90,46
5/15/2021,Sat,Alex,9,Server,10,90,38
5/16/2021,Sun,John,8,Server,10,80,35
5/16/2021,Sun,Kevin,8,Server,10,80,46.33333333
5/17/2021,Mon,Alex,8,Server,10,80,29
5/17/2021,Mon,John,9,Server,10,90,65.33333333
5/18/2021,Tue,Alex,7,Server,10,70,64
5/18/2021,Tue,Kevin,8,Server,10,80,65.66666667
5/19/2021,Wed,Kevin,8,Server,10,80,64
5/19/2021,Wed,Amy,7,Server,10,70,33.66666667
5/20/2021,Thu,Sally,8,Server,10,80,24.33333333
5/20/2021,Thu,Kevin,6,Server,10,60,43.66666667
,,,,,,,
,,,,,,,
