Date,Day,Name,Hours,Role,Rate,Total,Tips
12/30/2022,Fri,Alex,8,Server,10,80,30.66666667
12/30/2022,Fri,Alex,9,Server,10,90,44.66666667
12/31/2022,Sat,Kevin,7,Server,10,70,5.333333333
12/31/2022,Sat,Amy,9,Server,10,90,14.66666667
1/1/2023,Sun,Alex,9,Server,10,90,40
1/1/2023,Sun,John,8,Server,10,80,45
1/2/2023,Mon,Alex,6,Server,10,60,47
1/2/2023,Mon,Sally,8,Server,10,80,66.66666667
1/3/2023,Tue,John,7,Server,10,70,14
1/3/2023,Tue,Alex,7,Server,10,70,59.66666667
1/4/2023,Wed,John,7,Server,10,70,11.33333333
1/4/2023,Wed,Alex,9,Server,10,90,22
1/5/2023,Thu,Kevin,6,Server,10,60,13.66666667
1/5/2023,Thu,Sally,7,Server,10,70,27
1/6/2023,Fri,Amy,9,Server,10,90,29.33333333
1/6/2023,Fri,Kevin,6,Server,10,60,64.66666667
1/7/2023,Sat,Amy,8,Server,10,80,11
1/7/2023,Sat,Sally,9,Server,10,90,65.33333333
1/8/2023,Sun,Sally,8,Server,10,80,34
1/8/2023,Sun,Sally,6,Server,10,60,3.333333333
1/9/2023,Mon,Sally,9,Server,10,90,10.66666667
1/9/2023,Mon,Amy,9,Server,10,90,28.66666667
1/10/2023,Tue,Amy,6,Server,10,60,4.333333333
1/10/2023,Tue,Alex,9,Server,10,90,42.66666667
1/11/2023,Wed,John,7,Server,10,70,46.66666667
1/11/2023,Wed,John,8,Server,10,80,37
1/12/2023,Thu,Alex,6,Server,10,60,6.333333333
1/12/2023,Thu,Kevin,7,Server,10,70,51.33333333
,,,,,,,
,,,,,,,
