Date,Day,Name,Hours,Role,Rate,Total,Tips
4/8/2022,Fri,Kevin,9,Server,10,90,8
4/8/2022,Fri,Kevin,6,Server,10,60,61.33333333
4/9/2022,Sat,John,6,Server,10,60,68.33333333
4/9/2022,Sat,Amy,9,Server,10,90,53.33333333
4/10/2022,Sun,Kevin,9,Server,10,90,6.333333333
4/10/2022,Sun,Kevin,9,Server,10,90,39
4/11/2022,Mon,Alex,8,Server,10,80,26
4/11/2022,Mon,Alex,9,Server,10,90,27.66666667
4/12/2022,Tue,Amy,9,Server,10,90,8.333333333
4/12/2022,Tue,Kevin,6,Server,10,60,0.666666667
4/13/2022,Wed,Alex,8,Server,10,80,52.33333333
4/13/2022,Wed,Sally,8,Server,10,80,15.66666667
4/14/2022,Thu,John,8,Server,10,80,61.66666667
4/14/2022,Thu,Sally,9,Server,10,90,35.33333333
4/15/2022,Fri,John,6,Server,10,60,36.66666667
4/15/2022,Fri,Alex,6,Server,10,60,66.33333333
4/16/2022,Sat,Amy,7,Server,10,70,17.33333333
4/16/2022,Sat,Alex,8,Server,10,80,11.66666667
4/17/2022,Sun,Alex,6,Server,10,60,21.66666667
4/17/2022,Sun,Amy,8,Server,10,80,11
4/18/2022,Mon,Alex,8,Server,10,80,55
4/18/2022,Mon,Alex,8,Server,10,80,18.66666667
4/19/2022,Tue,John,8,Server,10,80,38.33333333
4/19/2022,Tue,John,9,Server,10,90,68
4/20/2022,Wed,John,9,Server,10,90,42
4/20/2022,Wed,Alex,9,Server,10,90,20
4/21/2022,Thu,Sally,7,Server,10,70,50.66666667
4/21/2022,Thu,Sally,7,Server,10,70,64.66666667
,,,,,,,
,,,,,,,
