Date,Day,Name,Hours,Role,Rate,Total,Tips
2/25/2022,Fri,Kevin,7,Server,10,70,8
2/25/2022,Fri,Kevin,7,Server,10,70,41.66666667
2/26/2022,Sat,Alex,8,Server,10,80,33
2/26/2022,Sat,Sally,6,Server,10,60,56.33333333
2/27/2022,Sun,Sally,9,Server,10,90,57
2/27/2022,Sun,Amy,8,Server,10,80,51
2/28/2022,Mon,Sally,9,Server,10,90,39.33333333
2/28/2022,Mon,Sally,7,Server,10,70,69.33333333
3/1/2022,Tue,Amy,8,Server,10,80,37
3/1/2022,Tue,John,9,Server,10,90,50
3/2/2022,Wed,Sally,9,Server,10,90,14.33333333
3/2/2022,Wed,Sally,8,Server,10,80,32
3/3/2022,Thu,John,6,Server,10,60,33.33333333
3/3/2022,Thu,Sally,6,Server,10,60,55
3/4/2022,Fri,Kevin,8,Server,10,80,12.66666667
3/4/2022,Fri,John,7,Server,10,70,46.66666667
3/5/2022,Sat,Alex,7,Server,10,70,17.33333333
3/5/2022,Sat,Alex,6,Server,10,60,62.66666667
3/6/2022,Sun,John,6,Server,10,60,2
3/6/2022,Sun,John,9,Server,10,90,57.66666667
3/7/2022,Mon,Kevin,9,Server,10,90,45.33333333
3/7/2022,Mon,Sally,6,Server,10,60,54.33333333
3/8/2022,Tue,Kevin,8,Server,10,80,36.33333333
3/8/2022,Tue,Sally,7,Server,10,70,43
3/9/2022,Wed,Kevin,7,Server,10,70,36.33333333
3/9/2022,Wed,Sally,7,Server,10,70,1.666666667
3/10/2022,Thu,Amy,9,Server,10,90,66
3/10/2022,Thu,Amy,9,Server,10,90,12.66666667
,,,,,,,
,,,,,,,
