Date,Day,Name,Hours,Role,Rate,Total,Tips
2/12/2021,Fri,Alex,7,Server,10,70,7
2/12/2021,Fri,Alex,8,Server,10,80,37.33333333
2/13/2021,Sat,John,6,Server,10,60,65
2/13/2021,Sat,Sally,7,Server,10,70,3
2/14/2021,Sun,John,6,Server,10,60,49.33333333
2/14/2021,Sun,John,7,Server,10,70,26.66666667
2/15/2021,Mon,Amy,6,Server,10,60,35.66666667
2/15/2021,Mon,Sally,8,Server,10,80,44
2/16/2021,Tue,Kevin,7,Server,10,70,44.66666667
2/16/2021,Tue,Kevin,8,Server,10,80,49.33333333
2/17/2021,Wed,John,6,Server,10,60,69.66666667
2/17/2021,Wed,John,6,Server,10,60,45
2/18/2021,Thu,Alex,9,Server,10,90,15
2/18/2021,Thu,Kevin,9,Server,10,90,36.33333333
2/19/2021,Fri,John,7,Server,10,70,45
2/19/2021,Fri,Kevin,7,Server,10,70,59.66666667
2/20/2021,Sat,John,8,Server,10,80,54
2/20/2021,Sat,Alex,7,Server,10,70,51.33333333
2/21/2021,Sun,Amy,8,Server,10,80,16
2/21/2021,Sun,Kevin,8,Server,10,80,9.333333333
2/22/2021,Mon,Kevin,8,Server,10,80,54
2/22/2021,Mon,Amy,9,Server,10,90,67.66666667
2/23/2021,Tue,Amy,6,Server,10,60,31.66666667
2/23/2021,Tue,Alex,9,Server,10,90,61
2/24/2021,Wed,John,6,Server,10,60,20.66666667
2/24/2021,Wed,Sally,7,Server,10,70,22.33333333
2/25/2021,Thu,Amy,7,Server,10,70,30.66666667
2/25/2021,Thu,Kevin,7,Server,10,70,65.33333333
,,,,,,,
,,,,,,,
