Date,Day,Name,Hours,Role,Rate,Total,Tips
12/31/2021,Fri,John,6,Server,10,60,68.66666667
12/31/2021,Fri,Amy,8,Server,10,80,26.33333333
1/1/2022,Sat,John,6,Server,10,60,50.66666667
1/1/2022,Sat,Alex,6,Server,10,60,30.66666667
1/2/2022,Sun,Alex,6,Server,10,60,48.33333333
1/2/2022,Sun,Amy,7,Server,10,70,44.66666667
1/3/2022,Mon,Sally,9,Server,10,90,54.66666667
1/3/2022,Mon,John,8,Server,10,80,53.33333333
1/4/2022,Tue,Amy,9,Server,10,90,21.66666667
1/4/2022,Tue,Amy,8,Server,10,80,0.666666667
1/5/2022,Wed,Alex,8,Server,10,80,13.33333333
1/5/2022,Wed,Kevin,9,Server,10,90,9.333333333
1/6/2022,Thu,Amy,6,Server,10,60,38.66666667
1/6/2022,Thu,Amy,6,Server,10,60,55
1/7/2022,Fri,Amy,9,Server,10,90,5.333333333
1/7/2022,Fri,Sally,8,Server,10,80,8
1/8/2022,Sat,John,7,Server,10,70,1.333333333
1/8/2022,Sat,Amy,8,Server,10,80,55.66666667
1/9/2022,Sun,John,7,Server,10,70,55
1/9/2022,Sun,Sally,6,Server,10,60,18
1/10/2022,Mon,Amy,9,Server,10,90,2
1/10/2022,Mon,Amy,6,Server,10,60,24.66666667
1/11/2022,Tue,Amy,6,Server,10,60,54.33333333
1/11/2022,Tue,John,9,Server,10,90,38.33333333
1/12/2022,Wed,Amy,6,Server,10,60,55
1/12/2022,Wed,Alex,9,Server,10,90,27.33333333
1/13/2022,Thu,John,9,Server,10,90,46.33333333
1/13/2022,Thu,Kevin,9,Server,10,90,38.33333333
,,,,,,,
,,,,,,,
