Date,Day,Name,Hours,Role,Rate,Total,Tips
6/18/2021,Fri,Kevin,8,Server,10,80,63.66666667
6/18/2021,Fri,Amy,6,Server,10,60,24.33333333
6/19/2021,Sat,Amy,6,Server,10,60,9.666666667
6/19/2021,Sat,Alex,8,Server,10,80,8
6/20/2021,Sun,John,9,Server,10,90,42.66666667
6/20/2021,Sun,Alex,6,Server,10,60,52.33333333
6/21/2021,Mon,Alex,9,Server,10,90,63
6/21/2021,Mon,Sally,6,Server,10,60,36.66666667
6/22/2021,Tue,Sally,8,Server,10,80,45.33333333
6/22/2021,Tue,Amy,6,Server,10,60,7
6/23/2021,Wed,Amy,7,Server,10,70,9.666666667
6/23/2021,Wed,Sally,8,Server,10,80,44
6/24/2021,Thu,Sally,9,Server,10,90,34.33333333
6/24/2021,Thu,Alex,7,Server,10,70,1.333333333
6/25/2021,Fri,Kevin,8,Server,10,80,50.66666667
6/25/2021,Fri,Alex,9,Server,10,90,2.333333333
6/26/2021,Sat,Amy,7,Server,10,70,12.66666667
6/26/2021,Sat,Sally,8,Server,10,80,36.33333333
6/27/2021,Sun,Alex,6,Server,10,60,3
6/27/2021,Sun,Alex,8,Server,10,80,35
6/28/2021,Mon,Kevin,9,Server,10,90,13.66666667
6/28/2021,Mon,Amy,7,Server,10,70,56
6/29/2021,Tue,Kevin,9,Server,10,90,49.33333333
6/29/2021,Tue,Amy,9,Server,10,90,18
6/30/2021,Wed,Alex,7,Server,10,70,0.666666667
6/30/2021,Wed,Alex,6,Server,10,60,56
7/1/2021,Thu,Kevin,7,Server,10,70,58
7/1/2021,Thu,Sally,6,Server,10,60,44
,,,,,,,
,,,,,,,
