Date,Day,Name,Hours,Role,Rate,Total,Tips
2/11/2022,Fri,John,8,Server,10,80,60
2/11/2022,Fri,John,7,Server,10,70,59
2/12/2022,Sat,Kevin,9,Server,10,90,43.33333333
2/12/2022,Sat,John,9,Server,10,90,22.33333333
2/13/2022,Sun,Alex,9,Server,10,90,21.66666667
2/13/2022,Sun,Sally,7,Server,10,70,44
2/14/2022,Mon,John,8,Server,10,80,54
2/14/2022,Mon,John,9,Server,10,90,29.66666667
2/15/2022,Tue,Kevin,9,Server,10,90,8
2/15/2022,Tue,Alex,6,Server,10,60,25.33333333
2/16/2022,Wed,Alex,9,Server,10,90,58.33333333
2/16/2022,Wed,Amy,8,Server,10,80,38.33333333
2/17/2022,Thu,Sally,9,Server,10,90,4.333333333
2/17/2022,Thu,Amy,7,Server,10,70,16.33333333
2/18/2022,Fri,Alex,8,Server,10,80,52.33333333
2/18/2022,Fri,John,8,Server,10,80,68
2/19/2022,Sat,Amy,9,Server,10,90,6
2/19/2022,Sat,Sally,8,Server,10,80,33.66666667
2/20/2022,Sun,Amy,8,Server,10,80,62
2/20/2022,Sun,John,8,Server,10,80,36.66666667
2/21/2022,Mon,Alex,6,Server,10,60,60.66666667
2/21/2022,Mon,Alex,6,Server,10,60,65.33333333
2/22/2022,Tue,Kevin,9,Server,10,90,22
2/22/2022,Tue,Amy,8,Server,10,80,60.33333333
2/23/2022,Wed,Alex,7,Server,10,70,20.66666667
2/23/2022,Wed,Kevin,8,Server,10,80,37.33333333
2/24/2022,Thu,Kevin,6,Server,10,60,36.66666667
2/24/2022,Thu,John,7,Server,10,70,62.66666667
,,,,,,,
,,,,,,,
