Date,Day,Name,Hours,Role,Rate,Total,Tips
1/15/2021,Fri,Kevin,7,Server,10,70,52.33333333
1/15/2021,Fri,Sally,9,Server,10,90,4.333333333
1/16/2021,Sat,Amy,8,Server,10,80,54
1/16/2021,Sat,John,7,Server,10,70,0.666666667
1/17/2021,Sun,Alex,7,Server,10,70,57
1/17/2021,Sun,Kevin,9,Server,10,90,39.66666667
1/18/2021,Mon,John,7,Server,10,70,30.66666667
1/18/2021,Mon,Amy,6,Server,10,60,45.66666667
1/19/2021,Tue,Alex,7,Server,10,70,46.66666667
1/19/2021,Tue,Alex,7,Server,10,70,39
1/20/2021,Wed,Amy,7,Server,10,70,46.66666667
1/20/2021,Wed,Sally,8,Server,10,80,50.66666667
1/21/2021,Thu,Alex,7,Server,10,70,18.33333333
1/21/2021,Thu,Alex,8,Server,10,80,5.333333333
1/22/2021,Fri,Sally,9,Server,10,90,27
1/22/2021,Fri,Kevin,6,Server,10,60,9.666666667
1/23/2021,Sat,Amy,7,Server,10,70,41.66666667
1/23/2021,Sat,Kevin,9,Server,10,90,38.33333333
1/24/2021,Sun,Amy,8,Server,10,80,56
1/24/2021,Sun,Alex,8,Server,10,80,42.66666667
1/25/2021,Mon,John,8,Server,10,80,47.33333333
1/25/2021,Mon,Amy,6,Server,10,60,29.33333333
1/26/2021,Tue,Sally,9,Server,10,90,30.33333333
1/26/2021,Tue,Alex,9,Server,10,90,57.66666667
1/27/2021,Wed,Amy,8,Server,10,80,18
1/27/2021,Wed,Sally,9,Server,10,90,67
1/28/2021,Thu,Alex,9,Server,10,90,56.33333333
1/28/2021,Thu,Kevin,6,Server,10,60,1
,,,,,,,
,,,,,,,
