Date,Day,Name,Hours,Role,Rate,Total,Tips
10/7/2022,Fri,Alex,6,Server,10,60,58.66666667
10/7/2022,Fri,Sally,7,Server,10,70,1
10/8/2022,Sat,Sally,8,Server,10,80,36.66666667
10/8/2022,Sat,Amy,7,Server,10,70,23.33333333
10/9/2022,Sun,John,8,Server,10,80,2.666666667
10/9/2022,Sun,Alex,7,Server,10,70,11
10/10/2022,Mon,Kevin,6,Server,10,60,19.33333333
10/10/2022,Mon,Alex,7,Server,10,70,49
10/11/2022,Tue,Sally,6,Server,10,60,48.66666667
10/11/2022,Tue,Sally,9,Server,10,90,22.66666667
10/12/2022,Wed,Kevin,6,Server,10,60,68.66666667
10/12/2022,Wed,Alex,7,Server,10,70,16.66666667
10/13/2022,Thu,Sally,6,Server,10,60,57.66666667
10/13/2022,Thu,Sally,7,Server,10,70,2.666666667
10/14/2022,Fri,Kevin,7,Server,10,70,7.666666667
10/14/2022,Fri,Alex,9,Server,10,90,54.66666667
10/15/2022,Sat,Amy,6,Server,10,60,68.33333333
10/15/2022,Sat,Sally,8,Server,10,80,48
10/16/2022,Sun,John,8,Server,10,80,34.66666667
10/16/2022,Sun,Alex,6,Server,10,60,53.33333333
10/17/2022,Mon,Alex,7,Server,10,70,30.33333333
10/17/2022,Mon,Amy,6,Server,10,60,25.33333333
10/18/2022,Tue,Alex,6,Server,10,60,56.33333333
10/18/2022,Tue,Alex,7,Server,10,70,39.66666667
10/19/2022,Wed,Kevin,6,Server,10,60,32.66666667
10/19/2022,Wed,Amy,8,Server,10,80,18.33333333
10/20/2022,Thu,Kevin,9,Server,10,90,27.33333333
10/20/2022,Thu,John,9,Server,10,90,33
,,,,,,,
,,,,,,,
