Date,Day,Name,Hours,Role,Rate,Total,Tips
5/21/2021,Fri,Alex,8,Server,10,80,65
5/21/2021,Fri,Kevin,9,Server,10,90,13.66666667
5/22/2021,Sat,John,7,Server,10,70,39.33333333
5/22/2021,Sat,Kevin,8,Server,10,80,30.66666667
5/23/2021,Sun,Amy,7,Server,10,70,45.66666667
5/23/2021,Sun,John,6,Server,10,60,62.66666667
5/24/2021,Mon,John,8,Server,10,80,40.33333333
5/24/2021,Mon,Sally,7,Server,10,70,11.66666667
5/25/2021,Tue,Kevin,7,Server,10,70,31
5/25/2021,Tue,John,8,Server,10,80,18.33333333
5/26/2021,Wed,John,8,Server,10,80,40.66666667
5/26/2021,Wed,Alex,6,Server,10,60,20.33333333
5/27/2021,Thu,Kevin,6,Server,10,60,61.33333333
5/27/2021,Thu,Kevin,9,Server,10,90,15.33333333
5/28/2021,Fri,Kevin,6,Server,10,60,55
5/28/2021,Fri,John,9,Server,10,90,4.333333333
5/29/2021,Sat,Kevin,6,Server,10,60,58
5/29/2021,Sat,Sally,8,Server,10,80,3.666666667
5/30/2021,Sun,Kevin,7,Server,10,70,4.333333333
5/30/2021,Sun,Alex,9,Server,10,90,58.33333333
5/31/2021,Mon,Amy,6,Server,10,60,12
5/31/2021,Mon,Sally,7,Server,10,70,41
6/1/2021,Tue,Kevin,7,Server,10,70,20.66666667
6/1/2021,Tue,Amy,9,Server,10,90,6.666666667
6/2/2021,Wed,Alex,6,Server,10,60,65.33333333
6/2/2021,Wed,Alex,7,Server,10,70,46.33333333
6/3/2021,Thu,Alex,6,Server,10,60,30
6/3/2021,Thu,Alex,6,Server,10,60,16
,,,,,,,
,,,,,,,
