Date,Day,Name,Hours,Role,Rate,Total,Tips
3/25/2022,Fri,Sally,6,Server,10,60,7.666666667
3/25/2022,Fri,Alex,7,Server,10,70,43.66666667
3/26/2022,Sat,Sally,7,Server,10,70,33
3/26/2022,Sat,Alex,7,Server,10,70,49
3/27/2022,Sun,John,6,Server,10,60,69.33333333
3/27/2022,Sun,Kevin,9,Server,10,90,26.66666667
3/28/2022,Mon,John,6,Server,10,60,65.33333333
3/28/2022,Mon,Amy,6,Server,10,60,50.33333333
3/29/2022,Tue,Alex,7,Server,10,70,47.66666667
3/29/2022,Tue,Sally,8,Server,10,80,31
3/30/2022,Wed,John,6,Server,10,60,40.66666667
3/30/2022,Wed,Kevin,7,Server,10,70,25
3/31/2022,Thu,Sally,7,Server,10,70,44.33333333
3/31/2022,Thu,Kevin,6,Server,10,60,30
4/1/2022,Fri,Kevin,8,Server,10,80,10.33333333
4/1/2022,Fri,Alex,8,Server,10,80,14.33333333
4/2/2022,Sat,Kevin,8,Server,10,80,67.33333333
4/2/2022,Sat,Amy,9,Server,10,90,29.33333333
4/3/2022,Sun,Alex,6,Server,10,60,0
4/3/2022,Sun,Sally,7,Server,10,70,23.33333333
4/4/2022,Mon,Kevin,7,Server,10,70,34.33333333
4/4/2022,Mon,Alex,7,Server,10,70,56.33333333
4/5/2022,Tue,John,8,Server,10,80,15
4/5/2022,Tue,John,7,Server,10,70,29.33333333
4/6/2022,Wed,Amy,8,Server,10,80,64
4/6/2022,Wed,Alex,6,Server,10,60,55
4/7/2022,Thu,John,9,Server,10,90,26
4/7/2022,Thu,Amy,8,Server,10,80,64.33333333
,,,,,,,
,,,,,,,
