Date,Day,Name,Hours,Role,Rate,Total,Tips
1/14/2022,Fri,John,9,Server,10,90,9.333333333
1/14/2022,Fri,Amy,7,Server,10,70,19
1/15/2022,Sat,Kevin,6,Server,10,60,33.66666667
1/15/2022,Sat,Alex,9,Server,10,90,67.33333333
1/16/2022,Sun,Sally,9,Server,10,90,33.33333333
1/16/2022,Sun,Kevin,7,Server,10,70,13
1/17/2022,Mon,Kevin,7,Server,10,70,19.66666667
1/17/2022,Mon,Amy,8,Server,10,80,44
1/18/2022,Tue,Kevin,6,Server,10,60,16
1/18/2022,Tue,John,8,Server,10,80,5.333333333
1/19/2022,Wed,John,6,Server,10,60,56
1/19/2022,Wed,Alex,8,Server,10,80,26.66666667
1/20/2022,Thu,John,9,Server,10,90,32
1/20/2022,Thu,Amy,9,Server,10,90,52
1/21/2022,Fri,Amy,9,Server,10,90,14
1/21/2022,Fri,Amy,6,Server,10,60,44.33333333
1/22/2022,Sat,Alex,6,Server,10,60,30.33333333
1/22/2022,Sat,Kevin,6,Server,10,60,10
1/23/2022,Sun,Amy,8,Server,10,80,4
1/23/2022,Sun,Kevin,8,Server,10,80,8.333333333
1/24/2022,Mon,Sally,6,Server,10,60,53.33333333
1/24/2022,Mon,Sally,7,Server,10,70,35.66666667
1/25/2022,Tue,Amy,8,Server,10,80,55.66666667
1/25/2022,Tue,Alex,9,Server,10,90,41
1/26/2022,Wed,John,9,Server,10,90,7.333333333
1/26/2022,Wed,Amy,7,Server,10,70,47.66666667
1/27/2022,Thu,Alex,9,Server,10,90,30
1/27/2022,Thu,Sally,7,Server,10,70,42
,,,,,,,
,,,,,,,
