Date,Day,Name,Hours,Role,Rate,Total,Tips
3/26/2021,Fri,Sally,9,Server,10,90,3.666666667
3/26/2021,Fri,John,6,Server,10,60,17.33333333
3/27/2021,Sat,Alex,7,Server,10,70,56.33333333
3/27/2021,Sat,Sally,8,Server,10,80,41
3/28/2021,Sun,Amy,6,Server,10,60,38.33333333
3/28/2021,Sun,Alex,9,Server,10,90,10
3/29/2021,Mon,Sally,6,Server,10,60,4
3/29/2021,Mon,Sally,8,Server,10,80,32
3/30/2021,Tue,Alex,8,Server,10,80,13.33333333
3/30/2021,Tue,Sally,6,Server,10,60,34.66666667
3/31/2021,Wed,Kevin,7,Server,10,70,19.66666667
3/31/2021,Wed,Amy,6,Server,10,60,40.66666667
4/1/2021,Thu,Amy,8,Server,10,80,49.66666667
4/1/2021,Thu,Alex,8,Server,10,80,21.33333333
4/2/2021,Fri,John,7,Server,10,70,39.66666667
4/2/2021,Fri,Alex,8,Server,10,80,56.33333333
4/3/2021,Sat,John,9,Server,10,90,26
4/3/2021,Sat,Kevin,8,Server,10,80,6
4/4/2021,Sun,Sally,9,Server,10,90,7.666666667
4/4/2021,Sun,John,7,Server,10,70,68.66666667
4/5/2021,Mon,Sally,9,Server,10,90,15.66666667
4/5/2021,Mon,Alex,9,Server,10,90,14.33333333
4/6/2021,Tue,John,7,Server,10,70,47
4/6/2021,Tue,Sally,9,Server,10,90,20.33333333
4/7/2021,Wed,Amy,6,Server,10,60,18.33333333
4/7/2021,Wed,Sally,7,Server,10,70,61
4/8/2021,Thu,Sally,8,Server,10,80,39.33333333
4/8/2021,Thu,John,9,Server,10,90,66.33333333
,,,,,,,
,,,,,,,
