Date,Day,Name,Hours,Role,Rate,Total,Tips
7/2/2021,Fri,Amy,6,Server,10,60,30.33333333
7/2/2021,Fri,Amy,7,Server,10,70,27
7/3/2021,Sat,Amy,7,Server,10,70,30.66666667
7/3/2021,Sat,Amy,6,Server,10,60,67
7/4/2021,Sun,John,8,Server,10,80,64
7/4/2021,Sun,Alex,9,Server,10,90,21.66666667
7/5/2021,Mon,Amy,6,Server,10,60,24.66666667
7/5/2021,Mon,Kevin,7,Server,10,70,2.333333333
7/6/2021,Tue,John,8,Server,10,80,19.33333333
7/6/2021,Tue,Sally,9,Server,10,90,18
7/7/2021,Wed,Sally,8,Server,10,80,45.66666667
7/7/2021,Wed,Kevin,8,Server,10,80,64.66666667
7/8/2021,Thu,Alex,9,Server,10,90,69.66666667
7/8/2021,Thu,Alex,9,Server,10,90,60.66666667
7/9/2021,Fri,Kevin,8,Server,10,80,35.66666667
7/9/2021,Fri,Amy,7,Server,10,70,41.33333333
7/10/2021,Sat,Kevin,7,Server,10,70,54
7/10/2021,Sat,Kevin,7,Server,10,70,35.66666667
7/11/2021,Sun,Sally,8,Server,10,80,45.33333333
7/11/2021,Sun,Amy,6,Server,10,60,13.66666667
7/12/2021,Mon,Kevin,6,Server,10,60,32.33333333
7/12/2021,Mon,Sally,8,Server,10,80,38.33333333
7/13/2021,Tue,Kevin,6,Server,10,60,12.66666667
7/13/2021,Tue,Alex,6,Server,10,60,21.33333333
7/14/2021,Wed,Amy,7,Server,10,70,29.33333333
7/14/2021,Wed,John,6,Server,10,60,3.666666667
7/15/2021,Thu,Sally,6,Server,10,60,67.66666667
7/15/2021,Thu,Amy,9,Server,10,90,51.33333333
,,,,,,,
,,,,,,,
